School ID,Name of School,"Elementary, Middle, or High School",Street Address,City,State,ZIP Code,Phone Number,Link,Network Manager,Collaborative Name,Adequate Yearly Progress Made?,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon,Environment Score,Instruction Icon,Instruction Score,Leaders Icon,Leaders Score,Teachers Icon,Teachers Score,Parent Engagement Icon,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students),Average Teacher Attendance,Individualized Education Program Compliance Rate,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read %,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading %,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking Algebra %,Students Passing Algebra %,9th Grade EXPLORE (2009),9th Grade EXPLORE (2010),10th Grade PLAN (2009),10th Grade PLAN (2010),Net Change EXPLORE and PLAN,11th Grade Average ACT (2011),Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students),General Services Route,Freshman on Track Rate %,RCDTS Code,X_COORDINATE,Y_COORDINATE,Latitude,Longitude,Community Area Number,Community Area Name,Ward,Police District,Location
609674,Chicago Vocational Career Academy High School,HS,2100 E 87th St ,Chicago,IL,60617,(773) 535-6100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609674.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,27.0,Average,43,Weak,21.0,Weak,30.0,Weak,34.0,Weak,39.0,NDA,NDA,NDA,NDA,68.8,33.3,94.6%,99.1%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.5,12.6,13.8,13.2,0.7,14.3,0.5,7,49.5,54.0,833,47,44.1,150000000000000,1191700.593,1847743.551,41.73720173,-87.57324389,45,AVALON PARK,8,4,"(41.73720173, -87.57324389)"
609705,Christian Fenger Academy High School,HS,11220 S Wallace St ,Chicago,IL,60628,(773) 535-5430,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609705.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,36.0,Weak,28,Average,41.0,Weak,32.0,Average,46.0,Average,42.0,NDA,NDA,NDA,NDA,74.4,49.8,95.4%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,12.1,12.9,13.3,1.3,14.0,1.1,11.3,34.8,36.7,688,48,68.2,150000000000000,1174272.711,1830372.91,41.68993885,-87.63760833,49,ROSELAND,34,22,"(41.68993885, -87.63760833)"
609704,David G Farragut Career Academy High School,HS,2345 S Christiana Ave ,Chicago,IL,60623,(773) 534-1300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609704.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,43.0,NDA,NDA,Average,42.0,Weak,32.0,NDA,,NDA,,NDA,NDA,NDA,NDA,86.1,18.6,95.2%,99.6%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.6,12.9,14.4,13.9,1.3,16.0,1.6,13.4,43.2,31.3,"1,456",37,68.6,150000000000000,1154443.895,1888031.41,41.8485793,-87.70866954,30,SOUTH LAWNDALE,22,10,"(41.8485793, -87.70866954)"
609751,Dr  Martin Luther King  Jr  College Prep High School,HS,4445 S Drexel Blvd ,Chicago,IL,60653,(773) 535-1180,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609751.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,,NDA,,Strong,56,Average,52,92.9,4.4,96.3%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,17.4,17.7,17.7,18.1,0.7,20.5,2.8,31.9,75.4,85.1,915,40,91.1,150000000000000,1183114.175,1875544.787,41.81369471,-87.60383761,39,KENWOOD,4,2,"(41.81369471, -87.60383761)"
609736,Dyett High School,HS,555 E 51st St ,Chicago,IL,60615,(773) 535-1825,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609736.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,27.0,Very Weak,18,Weak,35.0,Average,47.0,Weak,35.0,Weak,25.0,NDA,NDA,NDA,NDA,62.5,24.4,93.5%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.6,11.7,13,12.9,1.3,14.0,1,3.3,33.7,51.0,318,42,37.1,150000000000000,1180944.201,1871282.832,41.80204982,-87.61192836,40,WASHINGTON PARK,4,2,"(41.80204982, -87.61192836)"
609735,Edward Tilden Career Community Academy High School,HS,4747 S Union Ave ,Chicago,IL,60609,(773) 535-1625,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609735.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,34.0,Average,57,Average,45.0,Weak,37.0,Average,54.0,Weak,35.0,Average,51,Average,47,78.4,13.0,95.2%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.6,12,12.9,12.9,1.3,13.5,0.6,10.5,41.1,37.0,461,42,86.5,150000000000000,1172475.474,1873203.826,41.80751207,-87.64292985,61,NEW CITY,11,9,"(41.80751207, -87.64292985)"
609708,Edwin G Foreman High School,HS,3235 N LeClaire Ave ,Chicago,IL,60641,(773) 534-3400,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609708.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,26.0,NDA,NDA,Weak,28.0,Weak,23.0,NDA,,NDA,,NDA,NDA,NDA,NDA,84.3,10.3,94.8%,99.6%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,12.7,14.1,13.7,0.7,15.3,1.2,12.5,59.7,40.9,"1,716",29,75.6,150000000000000,1141833.359,1921189.138,41.93981043,-87.7541302,15,PORTAGE PARK,30,16,"(41.93981043, -87.7541302)"
609682,Ellen H Richards Career Academy High School,HS,5009 S Laflin St ,Chicago,IL,60609,(773) 535-4945,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609682.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,30.0,Weak,23,Weak,32.0,Very Weak,19.0,Average,42.0,Weak,34.0,Weak,43,Average,47,90.6,17.3,95.7%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.8,12,13.1,12.8,1,14.0,0.9,5.5,57.3,43.1,473,42,63.5,150000000000000,1167224.006,1871465.305,41.80285552,-87.66224052,61,NEW CITY,16,9,"(41.80285552, -87.66224052)"
609712,Emil G Hirsch Metropolitan High School,HS,7740 S Ingleside Ave ,Chicago,IL,60619,(773) 535-3100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609712.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,13.0,Average,46,Weak,28.0,Weak,28.0,Average,52.0,Average,50.0,NDA,NDA,NDA,NDA,84.8,47.1,95.4%,88.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.5,11.2,12.9,12.4,0.9,14.1,1.2,10.8,36.2,45.1,458,46,69.5,150000000000000,1183865.127,1853710.216,41.7537612,-87.60176452,69,GREATER GRAND CROSSING,8,6,"(41.7537612, -87.60176452)"
610245,Frederick A Douglass Academy High School,HS,543 N Waller Ave ,Chicago,IL,60644,(773) 534-6176,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610245.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,44.0,NDA,NDA,Weak,39.0,Weak,37.0,NDA,,NDA,,Average,50,Weak,44,79.2,28.0,94.7%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,12.3,13.8,13.5,0.5,14.8,1,5.1,52.8,39.5,354,36,77.1,150000000000000,1138278.715,1903151.591,41.89037849,-87.76763207,25,AUSTIN,29,15,"(41.89037849, -87.76763207)"
609737,Friedrich W von Steuben Metropolitan Science High School,HS,5039 N Kimball Ave ,Chicago,IL,60625,(773) 534-5100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609737.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,70.0,Weak,39,Average,42.0,Average,51.0,Weak,26.0,Weak,29.0,NDA,NDA,NDA,NDA,87.0,4.0,95.6%,99.2%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,15.9,15.7,17.3,16.7,0.8,20.4,3.1,34.6,88.2,78.5,"1,636",31,76.8,150000000000000,1152840.522,1933431.315,41.9731926,-87.71334969,13,NORTH PARK,39,17,"(41.9731926, -87.71334969)"
609709,Gage Park High School,HS,5630 S Rockwell St ,Chicago,IL,60629,(773) 535-9230,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609709.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,14.0,Average,43,Weak,29.0,Weak,37.0,Weak,38.0,Weak,35.0,NDA,NDA,NDA,NDA,72.5,19.5,94.0%,99.1%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.4,12,13.8,13.6,1.2,14.1,0.3,7.9,52.8,40.3,"1,052",43,46.0,150000000000000,1159962.875,1867094.347,41.79101352,-87.68899064,63,GAGE PARK,16,8,"(41.79101352, -87.68899064)"
609761,George H Corliss High School,HS,821 E 103rd St ,Chicago,IL,60628,(773) 535-5115,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609761.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,33.0,Average,52,Average,40.0,Average,48.0,Average,48.0,Average,54.0,NDA,NDA,NDA,NDA,71.3,23.4,95.2%,98.5%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12,11.4,13,12.9,0.9,14.3,1.3,10.6,42.8,44.0,621,48,76.2,150000000000000,1183649.971,1836810.314,41.70739096,-87.60307842,50,PULLMAN,9,5,"(41.70739096, -87.60307842)"
609760,George Washington Carver Military Academy High School,HS,13100 S Doty Ave ,Chicago,IL,60627,(773) 535-5250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609760.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,53.0,NDA,NDA,Weak,37.0,Weak,34.0,NDA,,NDA,,NDA,NDA,NDA,NDA,91.6,8.9,96.4%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.5,14.2,15,14.9,0.4,16.8,1.8,21.2,78.7,60.5,532,48,79.5,150000000000000,1187202.39,1818214.083,41.65627709,-87.5906566,54,RIVERDALE,9,5,"(41.65627709, -87.5906566)"
609739,George Washington High School,HS,3535 E 114th St ,Chicago,IL,60617,(773) 535-5725,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609739.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,46.0,Average,53,Weak,36.0,Weak,36.0,Average,52.0,Average,46.0,NDA,NDA,NDA,NDA,80.2,12.7,95.1%,99.5%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.4,13.6,14.3,14.1,0.7,15.5,1.2,14,71.6,50.9,"1,524",47,78.6,150000000000000,1201607.873,1829942.879,41.6881094,-87.5375501,52,EAST SIDE,10,4,"(41.6881094, -87.5375501)"
610383,Greater Lawndale High School For Social Justice,HS,3120 S Kostner Ave ,Chicago,IL,60623,(773) 535-4300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610383.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,43.0,Strong,72,Average,46.0,Average,44.0,Very Strong,81.0,Strong,65.0,Average,53,Weak,46,87.5,16.4,95.1%,95.6%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13.6,14,14.5,14.4,0.8,15.7,1.2,14.9,67.0,57.4,371,37,87.4,150000000000000,1147521.302,1883405.128,41.83601953,-87.73419465,30,SOUTH LAWNDALE,22,10,"(41.83601953, -87.73419465)"
609741,Gurdon S Hubbard High School,HS,6200 S Hamlin Ave ,Chicago,IL,60629,(773) 535-2200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609741.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,42.0,NDA,NDA,Weak,34.0,Weak,29.0,NDA,,NDA,,NDA,NDA,NDA,NDA,89.3,4.3,96.4%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,14.4,14.2,15.3,15.3,0.9,17.3,2,30.1,57.2,51.3,"1,672",44,64.5,150000000000000,1152065.741,1863208.025,41.78050763,-87.71804991,65,WEST LAWN,13,8,"(41.78050763, -87.71804991)"
609726,Gwendolyn Brooks College Preparatory Academy High School,HS,250 E 111th St ,Chicago,IL,60628,(773) 535-9930,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609726.pdf,Far South Side High School Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,64.0,NDA,NDA,Average,44.0,Average,49.0,NDA,,NDA,,Average,47,Average,49,87.1,0.1,95.2%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,18,18.2,18.7,18.7,0.7,21.5,2.8,51.1,88.1,87.9,783,48,90.3,150000000000000,1180061.781,1831459.213,41.69278956,-87.61638144,49,ROSELAND,9,5,"(41.69278956, -87.61638144)"
610297,High School of Leadership at South Shore,HS,7627 S Constance Ave ,Chicago,IL,60649,(773) 535-6190,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610297.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,NDA,,Weak,30,NDA,,NDA,,Very Weak,16.0,Weak,28.0,Weak,42,Weak,31,72.0,43.4,95.2%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,11.7,11.7,13.1,13.1,1.4,14.4,1.3,12.2,36.6,68.8,731,46,48.8,150000000000000,1189903.206,1854648.757,41.75619362,-87.57960727,43,SOUTH SHORE,8,4,"(41.75619362, -87.57960727)"
609768,Hope College Preparatory High School,HS,5515 S Lowe Ave ,Chicago,IL,60621,(773) 535-3160,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609768.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,31.0,Average,51,Weak,37.0,Average,44.0,Average,56.0,Weak,35.0,NDA,NDA,NDA,NDA,72.2,24.0,94.3%,99.1%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,12.3,13,13.7,13.5,1.2,15.0,1.3,16.7,55.2,58.2,561,45,63.6,150000000000000,1172948.54,1868120.666,41.79355292,-87.64134488,68,ENGLEWOOD,3,7,"(41.79355292, -87.64134488)"
609713,Hyde Park Academy High School,HS,6220 S Stony Island Ave ,Chicago,IL,60637,(773) 535-0880,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609713.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,29.0,Weak,39,Weak,34.0,Average,43.0,Weak,35.0,Average,41.0,NDA,NDA,NDA,NDA,70.5,18.5,94.2%,100.0%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,,,,NDA,NDA,NDA,NDA,13,12.8,14.4,14.1,1.1,15.6,1.2,11.1,51.1,57.6,"1,518",46,63.7,150000000000000,1187898.897,1864121.427,41.78223539,-87.58665115,42,WOODLAWN,5,3,"(41.78223539, -87.58665115)"
