School ID,Name of School,"Elementary, Middle, or High School",Street Address,City,State,ZIP Code,Phone Number,Link,Network Manager,Collaborative Name,Adequate Yearly Progress Made?,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon,Environment Score,Instruction Icon,Instruction Score,Leaders Icon,Leaders Score,Teachers Icon,Teachers Score,Parent Engagement Icon,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students),Average Teacher Attendance,Individualized Education Program Compliance Rate,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read %,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading %,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking Algebra %,Students Passing Algebra %,9th Grade EXPLORE (2009),9th Grade EXPLORE (2010),10th Grade PLAN (2009),10th Grade PLAN (2010),Net Change EXPLORE and PLAN,11th Grade Average ACT (2011),Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students),General Services Route,Freshman on Track Rate %,RCDTS Code,X_COORDINATE,Y_COORDINATE,Latitude,Longitude,Community Area Number,Community Area Name,Ward,Police District,Location
610345,Carter G Woodson South Elementary School,ES,4414 S Evans ,Chicago,IL,60653,(773) 535-1280,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610345.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,26.0,Weak,27,Very Weak,2.0,Very Weak,1.0,Weak,30.0,Average,41.0,Weak,44,Average,47,91.9,70.5,94.7%,98.4%,65.3,50.8,9.8,6.3,31.7,33.3,9.1,18.2,33.7,40.4,8,16,4.3,2.4,-0.7,-2.4,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,329,40,,150000000000000,1181853.018,1875820.129,41.81447955,-87.60845505,38,GRAND BOULEVARD,3,2,"(41.81447955, -87.60845505)"
610148,Cesar E Chavez Multicultural Academic Center Elementary School,ES,4747 S Marshfield Ave ,Chicago,IL,60609,(773) 535-4600,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610148.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,54.0,Average,52,Strong,63.0,Average,52.0,Average,57.0,Average,50.0,Weak,45,Average,51,95.1,11.1,96.1%,100.0%,59.6,37.8,37.7,16.5,49.8,74.2,62.7,28,80.7,63.3,9.2,10.8,19.8,8.4,2.0,0.0,Green,Yellow,44.6,18.5,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,915,42,,150000000000000,1166186.662,1873024.079,41.80715514,-87.66600055,61,NEW CITY,20,9,"(41.80715514, -87.66600055)"
609879,Charles Gates Dawes Elementary School,ES,3810 W 81st Pl ,Chicago,IL,60652,(773) 535-2350,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609879.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,44.0,Weak,38,Weak,27.0,Weak,30.0,Strong,60.0,Average,54.0,Average,50,Average,48,95.7,35.6,95.6%,99.5%,54.3,24,39.9,42.9,66.9,76.5,52.3,56.2,70.1,65.3,19.8,35.5,23.1,13.6,0.5,0.3,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,"1,032",44,,150000000000000,1152339.16,1850308.795,41.74510467,-87.71738613,70,ASHBURN,18,8,"(41.74510467, -87.71738613)"
609996,Charles N Holden Elementary School,ES,1104 W 31st St ,Chicago,IL,60608,(773) 535-7200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609996.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,53.0,Average,44,Average,50.0,Weak,35.0,Average,53.0,Average,51.0,Strong,54,Average,50,94.9,4.7,96.0%,100.0%,53.2,NDA,33.9,26.1,49.2,45.7,56.8,37.4,57.3,58.2,28,37.5,16.7,11.5,-0.8,0.0,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,600,40,,150000000000000,1169423.887,1884309.813,41.83805473,-87.65380002,60,BRIDGEPORT,11,9,"(41.83805473, -87.65380002)"
609833,Charles P Caldwell Academy of Math & Science Elementary School,ES,8546 S Cregier ,Chicago,IL,60617,(773) 535-6300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609833.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,25.0,Weak,31,Average,40.0,Average,44.0,Weak,28.0,Weak,25.0,Weak,44,Average,47,92.7,30.7,94.7%,100.0%,60.6,67.6,25.3,23.4,54,38.2,42.7,26.5,52.8,48.1,4.8,14.3,10.9,6.8,0.9,-0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,291,47,,150000000000000,1189641.205,1848463.627,41.73922735,-87.58076569,45,AVALON PARK,8,4,"(41.73922735, -87.58076569)"
609875,Charles R Darwin Elementary School,ES,3116 W Belden Ave ,Chicago,IL,60647,(773) 534-4110,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609875.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,58.0,Average,40,Average,44.0,Weak,34.0,Weak,31.0,Average,46.0,Average,49,Strong,54,95.6,33.8,96.2%,100.0%,50.3,35.6,37.7,33.5,59.6,68.5,29.6,36.1,60.6,51.2,16.7,19.2,16.0,6.9,-0.2,-0.8,Yellow,Red,21,50,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,622,35,,150000000000000,1155126.902,1915284.203,41.92334998,-87.70543099,22,LOGAN SQUARE,26,14,"(41.92334998, -87.70543099)"
609813,Charles S Brownell Elementary School,ES,6741 S Michigan Ave ,Chicago,IL,60637,(773) 535-3030,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609813.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,20.0,Very Weak,16,Strong,79.0,Very Strong,82.0,Weak,20.0,Very Weak,19.0,Average,48,Weak,46,92.8,14.1,95.5%,100.0%,NDA,NDA,24.3,17,38.8,63.1,36.8,32.4,67.6,47.2,NDA,NDA,12.9,8.8,1.5,-0.4,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,310,42,,150000000000000,1178368.986,1860177.542,41.77163474,-87.62170972,69,GREATER GRAND CROSSING,20,3,"(41.77163474, -87.62170972)"
609883,Charles S Deneen Elementary School,ES,7240 S Wabash Ave ,Chicago,IL,60619,(773) 535-3035,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609883.pdf,AUSL Schools,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Average,55.0,Weak,33,Average,49.0,Average,51.0,Very Weak,15.0,Average,49.0,NDA,NDA,NDA,NDA,93.8,39.5,97.1%,100.0%,45.9,NDA,20.6,18.4,51.8,44.3,20,26.8,61.3,54.4,2.2,4.4,9.4,6.8,2.8,-0.5,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,551,46,,150000000000000,1177940.398,1856846.453,41.76250359,-87.62338156,69,GREATER GRAND CROSSING,6,3,"(41.76250359, -87.62338156)"
610194,Charles Sumner  Math & Science Community Acad Elementary School,ES,4320 W 5th Ave ,Chicago,IL,60624,(773) 534-6730,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610194.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,41.0,Weak,27,Average,44.0,Average,48.0,Weak,30.0,Weak,34.0,Average,48,Weak,46,93.9,12.3,96.9%,100.0%,49,NDA,28.4,33.1,50,54.7,31.9,36.3,59.3,47.4,15.6,11.1,13.1,9.7,-1.0,0.1,Red,Yellow,48.9,23.8,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,430,36,,150000000000000,1147607.2,1896098.17,41.87084922,-87.73355414,26,WEST GARFIELD PARK,24,11,"(41.87084922, -87.73355414)"
609899,Christian Ebinger Elementary School,ES,7350 W Pratt Ave ,Chicago,IL,60631,(773) 534-1070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609899.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,78.0,Strong,72,Strong,66.0,Average,50.0,Weak,26.0,Strong,62.0,Average,52,Weak,43,95.9,9.3,95.2%,97.0%,84.7,61.5,81.2,68.5,63.3,82.2,77.4,69.4,56.8,70.1,34.5,53.4,50.6,40.2,0.5,1.4,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,650,30,,150000000000000,1126172.537,1944639.095,42.00443557,-87.81116435,9,EDISON PARK,41,16,"(42.00443557, -87.81116435)"
609790,Clara Barton Elementary School,ES,7650 S Wolcott Ave ,Chicago,IL,60620,(773) 535-3260,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609790.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,25.0,Average,42,Weak,28.0,Weak,34.0,Strong,77.0,Average,59.0,Average,51,Average,49,91.7,25.3,96.4%,100.0%,64.3,NDA,27,22.8,51.8,55.3,27.4,22.4,45.3,52.9,6.5,13,8.1,5.7,-0.5,-0.3,Yellow,Yellow,60,3.8,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,602,43,,150000000000000,1164981.896,1853724.297,41.75421962,-87.67096453,71,AUBURN GRESHAM,18,6,"(41.75421962, -87.67096453)"
610347,Claremont Academy Elementary School,ES,2300 W 64th St ,Chicago,IL,60636,(773) 535-8110,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610347.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,36.0,Weak,33,Average,50.0,Average,51.0,Strong,62.0,Average,59.0,Weak,46,Average,52,92.5,64.2,96.2%,100.0%,58.7,60.5,40.9,22.5,52.3,66.9,46,31.7,72.5,61,14.9,14.9,12.1,8.1,0.3,0.7,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,531,43,,150000000000000,1162155.645,1862200.052,41.77753754,-87.68108634,66,CHICAGO LAWN,15,8,"(41.77753754, -87.68108634)"
610170,Columbia Explorers Elementary Academy,ES,4520 S Kedzie Ave ,Chicago,IL,60632,(773) 535-4050,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610170.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,59.0,Strong,64,Average,59.0,Strong,63.0,Strong,65.0,Strong,72.0,Average,52,Strong,55,95.4,8.9,97.1%,100.0%,67.6,30.5,27.4,32.5,44.4,48.7,41.6,49.3,52.8,59.6,17.7,27.8,17.1,13.8,0.8,1.5,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,"1,038",39,,150000000000000,1155752.301,1874367.234,41.81105689,-87.70423481,58,BRIGHTON PARK,14,8,"(41.81105689, -87.70423481)"
609781,Crispus Attucks Elementary School,ES,5055 S State St ,Chicago,IL,60609,(773) 535-1270,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609781.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,45.0,Strong,76,Strong,64.0,Average,57.0,Very Strong,81.0,Very Strong,85.0,NDA,NDA,NDA,NDA,95.2,12.5,93.5%,100.0%,64.7,66.7,25.3,9.9,42.4,53.5,16,16.5,53.3,32.4,3.1,9.4,7.6,10.0,-0.3,-2.0,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,274,42,,150000000000000,1177176.077,1871285.644,41.80214349,-87.6257474,38,GRAND BOULEVARD,3,2,"(41.80214349, -87.6257474)"
609873,Crown Community Academy of Fine Arts Center Elementary School,ES,2128 S Saint Louis Ave ,Chicago,IL,60623,(773) 534-1680,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609873.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,27.0,Weak,39,Average,51.0,Average,52.0,Average,45.0,Weak,31.0,Average,49,Average,51,92.5,100.5,96.7%,100.0%,51.6,38,12.5,16.1,35.2,38.7,36.7,28.1,64.3,56.6,3.4,6.9,3.9,8.8,-0.3,1.0,Yellow,Yellow,13.3,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,298,37,,150000000000000,1153387.649,1889511.387,41.85266155,-87.7125068,29,NORTH LAWNDALE,24,10,"(41.85266155, -87.7125068)"
609804,Daniel Boone Elementary School,ES,6710 N Washtenaw Ave ,Chicago,IL,60645,(773) 534-2160,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609804.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,52.0,Average,50,Average,47.0,Average,48.0,Average,45.0,Average,53.0,Average,50,Average,49,95.5,10.5,95.4%,97.6%,65,43,39.7,33.2,55.4,61.8,43.1,35.2,56.3,42.3,22.5,35,22.0,17.6,1.1,1.9,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,752,32,,150000000000000,1157068.657,1944483.472,42.00343519,-87.69750011,2,WEST RIDGE,50,24,"(42.00343519, -87.69750011)"
610223,Daniel S Wentworth Elementary School,ES,6950 S Sangamon St ,Chicago,IL,60621,(773) 535-3394,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610223.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,30.0,Weak,32,Weak,34.0,Weak,36.0,Weak,31.0,Weak,32.0,NDA,NDA,NDA,NDA,91.6,73.8,95.9%,96.2%,NDA,24.7,17.9,14.2,48.5,51,40.2,18.8,74.4,38.8,10.5,10.5,5.5,1.5,1.0,-0.6,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,365,45,,150000000000000,1171140.355,1858532.558,41.76728177,-87.64825544,68,ENGLEWOOD,17,7,"(41.76728177, -87.64825544)"
610221,Daniel Webster Elementary School,ES,4055 W Arthington St ,Chicago,IL,60624,(773) 534-6925,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610221.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,48.0,Average,56,Very Strong,81.0,Strong,66.0,Average,46.0,Average,44.0,Weak,45,Strong,55,94.8,5.7,97.2%,100.0%,81.6,45.9,37,37,56.6,63.3,44.2,26.9,57.8,58.8,2.6,37.5,25.9,21.0,2.0,0.7,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,370,36,,150000000000000,1149263.609,1895759.896,41.86988904,-87.72748159,26,WEST GARFIELD PARK,24,11,"(41.86988904, -87.72748159)"
609859,DeWitt Clinton Elementary School,ES,6110 N Fairfield Ave ,Chicago,IL,60659,(773) 534-2025,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609859.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,47.0,Average,41,Average,47.0,Average,52.0,Average,41.0,Weak,36.0,NDA,NDA,NDA,NDA,95.3,14.8,95.4%,100.0%,68.8,44.9,45.8,40.1,55.6,63.7,64.7,39.7,70.6,54.2,24.3,25.2,33.5,21.8,0.6,-0.5,Green,Yellow,23.6,46.7,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,"1,139",32,,150000000000000,1156854.125,1940520.212,41.99256421,-87.69839748,2,WEST RIDGE,50,24,"(41.99256421, -87.69839748)"
610077,Donald Morrill Math & Science Elementary School,ES,6011 S Rockwell St ,Chicago,IL,60629,(773) 535-9288,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610077.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,28.0,Weak,25,Weak,32.0,Weak,39.0,Weak,35.0,Weak,32.0,Weak,44,Average,49,93.4,19.6,94.8%,97.3%,64.6,46.3,20,15.3,46.6,42.6,30.9,22.9,54.5,50.3,12.1,26.2,10.0,5.7,-0.8,-1.2,Red,Red,38.9,50,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,823,43,,150000000000000,1160111.796,1864645.298,41.78428993,-87.68851192,66,CHICAGO LAWN,15,8,"(41.78428993, -87.68851192)"
610188,Dunne Technology Academy,ES,10845 S Union Ave ,Chicago,IL,60628,(773) 535-5517,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610188.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,46.0,Average,53,Strong,65.0,Strong,71.0,Average,51.0,Average,59.0,Average,49,Average,47,94.6,22.8,96.4%,100.0%,53.6,38.8,36.3,31.4,55.8,71.1,39.4,37.7,57,49.5,9.6,25,24.7,17.2,2.8,1.8,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,310,49,,150000000000000,1173617.217,1832764.286,41.69651565,-87.63993763,49,ROSELAND,34,22,"(41.69651565, -87.63993763)"
610352,Durkin Park Elementary School,ES,8445 S Kolin Ave ,Chicago,IL,60652,(773) 535-2322,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610352.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,61.0,Strong,74,Average,57.0,Average,58.0,Very Strong,88.0,Strong,74.0,Average,53,Weak,38,95.4,0.7,95.8%,100.0%,75.6,58.1,36.6,32.3,55.8,65.6,53.4,40.4,61.8,61.5,22.4,40.8,22.0,16.3,0.8,1.5,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,543,44,,150000000000000,1148934.857,1848010.352,41.73886352,-87.72991927,70,ASHBURN,18,8,"(41.73886352, -87.72991927)"
610254,Dvorak Technology Academy,ES,3615 W 16th St ,Chicago,IL,60623,(773) 534-1690,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610254.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,46.0,Weak,22,Strong,66.0,Strong,69.0,Very Weak,4.0,Very Weak,13.0,NDA,NDA,NDA,NDA,94.2,4.4,95.4%,100.0%,49,42.3,20.5,22.4,45.8,43.1,25.1,26.3,38.9,53.6,3.6,30.4,11.0,10.4,-1.5,0.4,Red,Yellow,20.3,16.7,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,556,37,,150000000000000,1152488.851,1891762.257,41.85885599,-87.71574626,29,NORTH LAWNDALE,24,10,"(41.85885599, -87.71574626)"
610132,Edgar Allan Poe Elementary Classical School,ES,10538 S Langley Ave ,Chicago,IL,60628,(773) 535-5525,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610132.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99.0,Weak,33,Strong,66.0,Very Strong,88.0,Weak,27.0,Average,41.0,Strong,55,Average,47,97.6,0.0,97.2%,100.0%,100,78.3,94,91.6,51.8,65.5,78.6,92.9,53.6,60.7,NDA,NDA,78.8,79.6,1.7,-0.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,192,48,,150000000000000,1182742.505,1835063.9,41.70261965,-87.60645552,50,PULLMAN,9,5,"(41.70261965, -87.60645552)"
609901,Edgebrook Elementary School,ES,6525 N Hiawatha Ave ,Chicago,IL,60646,(773) 534-1194,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609901.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99.0,Very Strong,99,Average,51.0,Average,53.0,Strong,66.0,Strong,70.0,Strong,56,Weak,39,96.9,3.4,96.6%,100.0%,96.3,47.6,88.1,74.1,55.2,75.2,80,79.1,54.5,60,50,71.4,60.2,56.8,0.0,0.5,Yellow,Yellow,83.3,64,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,468,30,,150000000000000,1139595.896,1942911.685,41.99946016,-87.7618211,12,FOREST GLEN,41,16,"(41.99946016, -87.7618211)"
609815,Edward A Bouchet Math & Science Academy Elementary School,ES,7355 S Jeffery Blvd ,Chicago,IL,60649,(773) 535-0501,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609815.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,33.0,Average,57,Average,55.0,Average,50.0,Average,53.0,Average,58.0,Average,50,Average,48,92.9,28.0,95.9%,98.3%,57.6,42.4,13.7,21.7,51.6,44.8,15.7,34.7,48.2,66.5,0,23.7,5.6,7.6,-0.2,0.0,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,783,46,,150000000000000,1190861.978,1856358.038,41.76086093,-87.57603849,43,SOUTH SHORE,5,3,"(41.76086093, -87.57603849)"
609881,Edward C Delano Elementary School,ES,3937 W Wilcox St ,Chicago,IL,60624,(773) 534-6620,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609881.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,38.0,Strong,64,Strong,66.0,Average,52.0,Strong,63.0,Strong,79.0,Strong,55,Strong,58,93.4,20.3,94.7%,94.7%,88.4,76.7,26.7,18,62.6,62,41.5,32,67.1,69.3,3.4,6.9,6.8,10.9,1.0,1.7,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,414,34,,150000000000000,1150012.228,1899002.166,41.87877166,-87.72464875,26,WEST GARFIELD PARK,28,11,"(41.87877166, -87.72464875)"
609862,Edward Coles Elementary Language Academy,ES,8441 S Yates Blvd ,Chicago,IL,60617,(773) 535-6550,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609862.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,22.0,Average,43,Average,40.0,Average,54.0,Average,52.0,Average,53.0,Average,50,Average,51,95.1,24.9,95.0%,98.7%,76.2,60,44.6,26.4,54.7,72.5,45.5,22.4,72.1,52.6,0,11.4,16.7,5.7,1.0,-0.1,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,554,47,,150000000000000,1193682.146,1849300.863,41.74142687,-87.56593332,46,SOUTH CHICAGO,7,4,"(41.74142687, -87.56593332)"
610012,Edward Jenner Elementary Academy of the Arts,ES,1119 N Cleveland Ave ,Chicago,IL,60610,(773) 534-8440,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610012.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,50.0,Weak,34,Strong,62.0,Average,41.0,Weak,20.0,Weak,26.0,Average,49,Average,53,88.9,16.0,94.8%,98.7%,34.8,21.3,21.9,10.7,42.3,57.7,37.1,14.5,69.4,46.7,4.3,25.5,8.2,1.3,2.0,0.2,Green,Yellow,45.8,31.8,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,314,33,,150000000000000,1172718.668,1907660.339,41.90205805,-87.64101894,8,NEAR NORTH SIDE,27,18,"(41.90205805, -87.64101894)"
610006,Edward N Hurley Elementary School,ES,3849 W 69th Pl ,Chicago,IL,60629,(773) 535-2068,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610006.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Strong,77.0,Average,56,Average,50.0,Average,49.0,Average,43.0,Average,54.0,Average,49,Weak,46,95.4,12.2,94.9%,96.6%,74.8,51.7,47.6,32.1,56.6,58.4,47,39.6,54,60.7,19,26.7,16.4,11.7,0.0,0.8,Yellow,Green,NDA,30.3,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,830,44,,150000000000000,1151703.802,1858195.038,41.7667583,-87.71950804,65,WEST LAWN,13,8,"(41.7667583, -87.71950804)"
609913,Elaine O Goodlow Elementary Magnet School,ES,2040 W 62nd St ,Chicago,IL,60636,(773) 535-9365,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609913.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,44.0,Average,42,Average,52.0,Average,56.0,Weak,35.0,Weak,28.0,Weak,46,Weak,46,91.6,47.5,96.0%,100.0%,77.8,67.9,40.5,26,50.4,67.7,35.4,29.2,61,50,4,8,9.8,8.6,-0.2,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,419,43,,150000000000000,1163653.744,1863565.274,41.78125258,-87.67555599,67,WEST ENGLEWOOD,15,7,"(41.78125258, -87.67555599)"
610119,Elizabeth Peabody Elementary School,ES,1444 W Augusta Blvd ,Chicago,IL,60622,(773) 534-4170,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610119.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,51.0,Average,58,Average,50.0,Strong,61.0,Average,57.0,Average,55.0,Average,52,Average,49,95.2,7.6,97.0%,100.0%,66.2,NDA,18.4,10.5,32.4,43.5,45,30.4,56.4,46.7,14.3,28.6,9.1,5.9,-1.1,-0.8,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,,NDA,NDA,,,289,35,,150000000000000,1166416.965,1906812.638,41.89986912,-87.66419014,24,WEST TOWN,27,13,"(41.89986912, -87.66419014)"
